,Company,Job Title,Job Type,Experience level,Salary,keywords,Facilities,Is Remote,Updated Job Title
2358,deutsche telekom it solutions,team leader - data engineering (ref462h),full time,senior,115.0,"agile,consulting,engineering,security",team events,False,other
2359,block,credit risk decision scientist - afterpay,full time,senior,126.0,"banking,blockchain,credit risk,crypto,data analysis,data pipelines","career development,equity,health care,insurance,parental leave",False,data engineer
2360,motius,senior data engineer (m/f/d),full time,senior,115.0,"agile,architecture,aws,azure,big data,chatbots","career development,flex hours,startup environment,team events",False,devops engineer
2361,vianai systems,mlops engineer,full time,senior,62.0,"aws,azure,ci/cd,computer science,docker,engineering",none,True,data scientist
2362,evident insights,data scientist,full time,executive,90.0,"apis,aws,engineering,gcp,machine learning,nlp",career development,False,data engineer
2363,kaizen analytix,senior cloud data engineer,full time,senior,69.0,"agile,architecture,aws,azure,big data,cassandra",team events,False,data scientist
2364,wolfe,senior data scientist,full time,senior,0.0,"computer science,data mining,e-commerce,engineering,machine learning,mathematics","career development,health care,startup environment,team events",True,data scientist
2365,visa,"graduate - data science, visa consulting & analytics, aunzsp",full time,entry,35.0,"agile,airflow,big data,bitbucket,clustering,computer science","career development,flex hours,startup environment",False,data analyst
2366,sylvera,data analyst - ratings ops,full time,senior,92.0,"data pipelines,excel,finance,javascript,looker,pipelines","equity,health care,parental leave,startup environment",False,ml engineer
2367,ivy,ml engineer,full time,none,0.0,"engineering,fastai,jax,machine learning,mxnet,numpy","equity,flex hours",True,other
2368,block,"decision scientist, risk",full time,senior,129.0,"aws,banking,big data,blockchain,computer science,crypto","career development,equity,health care,insurance,parental leave",False,data engineer
2369,precision for medicine,data management specialist,full time,mid,56.0,"data governance,data management,kpis,privacy",none,False,data engineer
2370,bitpanda,senior data engineer,full time,senior,115.0,"apis,architecture,aws,crypto,data pipelines,elt","career development,competitive pay,equity,startup environment,team events",False,data scientist
2371,scb tech x company limited,data science product owner,full time,mid,45.0,"agile,aws,azure,big data,business intelligence,computer science",career development,False,data analyst
2372,trailmix,analytics engineer,full time,senior,110.0,"architecture,bigquery,data pipelines,data warehouse,data warehousing,finance","equity,flex hours,home office stipend,startup environment,team events",False,other
2373,fivesky,data specialist - governance,full time,senior,70.0,"data management,data quality,data visualization,excel,python,security","competitive pay,flex vacation",False,other
2374,aurora innovation,senior functional safety engineer - autonomous driving,full time,senior,152.0,"autonomous driving,engineering,machine learning,matlab,phd,privacy","career development,competitive pay,equity,fertility benefits,flex vacation",False,data analyst
2375,6point6,data analyst,full time,none,75.0,"agile,architecture,big data,data analysis,engineering,etl","career development,competitive pay,equity,flex hours,health care",False,other
2376,hrl laboratories,image processing and computer vision for navigation intern,internship,entry,0.0,"computer science,computer vision,engineering,linux,machine learning,mathematics","401(k) matching,career development,competitive pay,fitness / gym,health care",False,ml engineer
2377,block,"senior machine learning engineer, compliance engineering & technology",full time,senior,142.0,"banking,blockchain,computer science,crypto,engineering,finance","career development,equity,health care,insurance,parental leave",False,product manager
2378,etsy,"staff product manager, data pipelines",full time,senior,172.0,"bigquery,dataflow,data pipelines,data warehouse,machine learning,pipelines","career development,competitive pay,equity,salary bonus",False,data engineer
2379,kms technology,data engineering lead/data architect,full time,senior,135.0,"agile,aws,data strategy,data warehousing,engineering,etl","career development,conferences,flex hours,health care,medical leave",False,data engineer
2380,deezer,data engineer intern m/f/d - industry team,internship,entry,0.0,"apis,big data,bigquery,data pipelines,engineering,gcp","career development,startup environment",False,data analyst
2381,méthode srl,sap data analyst,full time,mid,62.0,"business intelligence,computer science,data analysis,oracle,sql",flex hours,False,data analyst
2382,sia partners,siaxperience web data analyst,full time,senior,0.0,"consulting,consulting firm,data visualization,power bi,sql,tableau","career development,cell phone stipend,equity,fitness / gym,flex hours",False,other
2383,twelve labs,research intern (multimodal language model) - summer 2023,internship,entry,0.0,"apis,emnlp,gpu,iclr,icml,machine learning",none,False,data engineer
2384,truelogic software,sr data engineer (aws) - education technology (id: 1451),full time,senior,115.0,"aws,data analysis,data pipelines,data warehouse,devops,engineering",none,True,data engineer
2385,bosch group,data engineer (m/f/d),full time,senior,115.0,"architecture,azure,computer science,data analytics,databricks,engineering","career development,flex hours",False,data engineer
2386,motius,freelancer (m/f/d) data engineering - join our tech community,full time,senior,115.0,"agile,architecture,big data,chatbots,data pipelines,drones","flex hours,freelance",False,data engineer
2387,amazon.com,"senior business analyst, tax data management solutions",full time,senior,62.0,"apis,data management,data visualization,economics,engineering,excel","career development,startup environment",False,devops engineer
2388,databricks,data operations manager,full time,none,63.0,"databricks,dataops,engineering,excel,jira,mlflow",none,False,data analyst
2389,free now,product data analyst (m/f/d) - hamburg,full time,senior,92.0,"computer science,economics,engineering,mathematics,python,qlikview","career development,fitness / gym,flex hours",False,data engineer
2390,oura health ltd,data engineer (san francisco),full time,mid,161.0,"aws,computer science,data pipelines,engineering,industrial,mathematics","career development,competitive pay,equity,fertility benefits,flex hours",True,bi analyst
2391,cubic telecom,business intelligence analyst supporting the operations and customer teams,full time,none,56.0,"business intelligence,excel,looker,python,sql","career development,team events",False,data scientist
2392,scb tech x company limited,data science - data engineer,full time,senior,115.0,"agile,architecture,aws,azure,big data,business intelligence",none,False,ml engineer
2393,nielseniq,senior engineer (machine learning engineer),full time,senior,131.0,"agile,aws,azure,business intelligence,computer science,distributed systems","career development,flex hours,wellness",False,data engineer
2394,adtalem global education,senior data engineer,full time,senior,68.0,"airflow,apis,bigquery,ci/cd,computer science,data governance","401(k) matching,career development,flex hours,flex vacation,health care",True,bi analyst
2395,wasoko,business intelligence analyst,full time,senior,48.0,"agile,bigquery,business intelligence,data quality,data visualization,e-commerce",startup environment,False,data analyst
2396,méthode srl,qlik senior data analyst,full time,senior,92.0,"business intelligence,computer science,data analysis,oracle,qlik,qlikview",flex hours,False,ml engineer
2397,nearmap,machine learning engineer,full time,entry,30.0,"architecture,aws,big data,computer science,cuda,deep learning","career development,snacks / drinks,wellness",False,data engineer
2398,auto1 group,junior data engineer (f/m/x),full time,entry,59.0,"cx,data pipelines,excel,git,jupyter,pipelines","career development,competitive pay,conferences,startup environment",False,data analyst
2399,trailmix,marketing data analyst,full time,entry,39.0,"kpis,market research,research,sql,statistics","equity,flex hours,team events",False,data scientist
2400,dentsu international,modelling / data science - manager- analytics,full time,senior,55.0,"banking,computer science,consulting,cx,data visualization,machine learning",none,False,data analyst
2401,allegro,data analyst (advertising),full time,senior,92.0,"airflow,big data,consulting,data studio,e-commerce,gcp",none,False,other
2402,silverline,jitterbit data integration architect,full time,senior,90.0,"agile,apis,architecture,consulting,data quality,data warehouse","career development,insurance,salary bonus,transparency",False,data engineer
2403,growup farms,lead data engineer,full time,mid,103.0,"architecture,engineering,etl,feature engineering,finance,machine learning","career development,competitive pay,health care,parental leave,salary bonus",False,data scientist
2404,checkout.com,data scientist,full time,senior,129.0,"aws,azure,computer science,docker,engineering,fintech","career development,flex hours,flex vacation",False,data scientist
2405,shopritex,data scientist iii,full time,senior,129.0,"agile,business analytics,computer science,data mining,deep learning,excel",none,False,data engineer
2406,balsam brands,"manager, data engineering",full time,senior,115.0,"architecture,aws,azure,computer science,data governance,data warehouse","401(k) matching,career development,competitive pay,fitness / gym,flex vacation",False,data scientist
2407,moloco,"senior data scientist, growth analytics",full time,senior,142.0,"computer science,data analysis,data analytics,engineering,gcp,google cloud","career development,competitive pay,flex hours,flex vacation,gear",False,bi analyst
2408,publicis groupe,"associate director, business intelligence",full time,mid,56.0,"business intelligence,consulting,data analysis,excel,finance,power bi","career development,health care,startup environment,wellness",False,ml engineer
2409,viamo,staff / senior machine learning/data engineer,full time,senior,115.0,"agile,ansible,aws,bigquery,bitbucket,chatbots","career development,flex hours,flex vacation,health care,unlimited paid time off",True,other
2410,scout,senior computer vision engineer,full time,senior,30.0,"architecture,classification,computer science,computer vision,deep learning,engineering",startup environment,False,other
2411,standard bank group,"80389998 - engineer, data",full time,entry,30.0,"agile,architecture,big data,data management,data quality,devops",startup environment,False,data scientist
2412,kaizen analytix,principal data scientist,full time,senior,155.0,"agile,business analytics,computer science,data mining,data visualization,econometrics","career development,conferences,team events",True,data analyst
2413,lastminute.com,growth data analyst,full time,entry,42.0,"business intelligence,e-commerce,economics,excel,mathematics,python","career development,flex hours,flex vacation,parental leave,snacks / drinks",False,data analyst
2414,rokt,senior data analyst,full time,mid,142.0,"a/b testing,big data,data mining,e-commerce,engineering,etl","career development,equity,fitness / gym,health care,home office stipend",False,other
2415,xplor,data reporting engineer,full time,senior,0.0,"agile,business intelligence,computer science,data analysis,data warehousing,engineering","career development,flex hours,flex vacation,health care,insurance",False,ml engineer
2416,modl.ai,member of technical staff - research (deep learning),full time,senior,62.0,"airflow,architecture,deep learning,docker,git,github","career development,competitive pay,conferences,flex hours,flex vacation",False,data engineer
2417,experian,data engineer specialist,full time,entry,59.0,"airflow,apis,athena,aws,cassandra,ci/cd",none,False,data engineer
2418,motius,senior solution architect (m/f/d) - data engineering,full time,senior,115.0,"airflow,big data,chatbots,computer science,devops,engineering",career development,False,data engineer
2419,experian,"sr. data developer (remote), experian consumer services",full time,senior,62.0,"aws,business intelligence,data analysis,data management,data quality,data warehousing","401(k) matching,career development,competitive pay,equity,flex hours",False,ml engineer
2420,celonis,software engineer - machine learning,full time,senior,150.0,"apis,business intelligence,computer science,computer vision,cx,data mining","career development,competitive pay,equity,health care,salary bonus",False,other
2421,sgs,master or phd biomedical sciences - data manager clinical trials,full time,entry,77.0,"phd,testing",team events,False,data analyst
2422,cd projekt red,analytics engineer,full time,none,103.0,"agile,airflow,bigquery,ci/cd,engineering,looker","career development,fitness / gym,flex hours,health care,home office stipend",False,devops engineer
2423,servicenow,staff devops engineer - big data - federal,full time,senior,152.0,"ansible,aws,azure,big data,ci/cd,data analytics","401(k) matching,career development,competitive pay,equity,flex hours",False,software engineer
2424,hrl laboratories,reinforcement learning simulation software engineer intern,internship,entry,0.0,"cmake,computer science,engineering,linux,machine learning,openai","401(k) matching,career development,competitive pay,fitness / gym,health care",False,product manager
2425,farfetch,data infrastructure product manager,full time,senior,55.0,"agile,engineering,research,security","equity,flex hours,health care,insurance",False,data analyst
2426,janes,research analyst i,full time,mid,56.0,"economics,finance,machine learning,research",team events,False,data analyst
2427,méthode srl,qlik senior data analyst (full remote),full time,senior,92.0,"business intelligence,computer science,data analysis,oracle,qlik,qlikview",flex hours,True,data engineer
2428,nielseniq,senior engineer (data engineer),full time,senior,115.0,"agile,apis,architecture,azure,bitbucket,business intelligence","career development,flex hours,wellness",False,ml engineer
2429,level ai,"machine learning engineer - nlp (remote, us)",full time,senior,131.0,"classification,computer science,deep learning,machine learning,mathematics,nlp",startup environment,True,data analyst
2430,méthode srl,sap senior data analyst (full remote),full time,senior,92.0,"business intelligence,computer science,data analysis,oracle,sql",flex hours,True,data analyst
2431,nielseniq,senior insight analyst,full time,entry,39.0,"business intelligence,genetics","career development,flex hours,startup environment",False,data scientist
2432,whatnot,senior data scientist,full time,senior,129.0,"athena,big data,bigquery,business intelligence,data analysis,data analytics","career development,cell phone stipend,competitive pay,equity,fertility benefits",True,ml engineer
2433,ivy,ml engineer intern,full time,entry,0.0,"fastai,jax,machine learning,mxnet,numpy,python",flex hours,True,data scientist
2434,méthode srl,data scientist,full time,mid,55.0,"business intelligence,classification,clustering,computer science,engineering,excel",flex hours,False,ai engineer
2435,roosh,unreal engine 3d developer (zibra ai),full time,none,56.0,"content creation,research",startup environment,False,data engineer
2436,precision medicine group,data management specialist,full time,mid,56.0,"data governance,data management,kpis,privacy",none,False,data analyst
2437,trailmix,senior game data analyst,full time,senior,92.0,"data analysis,kpis,looker,python,r,sql","equity,flex hours,salary bonus,startup environment,team events",False,data analyst
2438,méthode srl,qlik data analyst,full time,none,75.0,"business intelligence,computer science,data analysis,oracle,qlik,qlikview",flex hours,False,data engineer
2439,natera,"associate director, laboratory data management and programming",full time,mid,140.0,"data management,data visualization,excel,genetics,power bi,privacy","career development,competitive pay,fertility benefits,health care,medical leave",True,data architect
2440,uniphore,enterprise data architect,full time,senior,55.0,"architecture,azure,banking,computer science,conversational ai,data management",career development,False,data engineer
2441,méthode srl,sap data engineer,full time,mid,73.0,"business intelligence,computer science,data analysis,etl,ms sql,oracle",flex hours,False,ml engineer
2442,recursion,machine learning internmulti-modal models,internship,entry,0.0,"biology,computer science,deep learning,drug discovery,generative modeling,horovod",conferences,False,data engineer
2443,deutsche telekom it solutions,data engineer,full time,entry,59.0,"agile,ci/cd,computer science,cx,data analysis,data analytics",none,False,data scientist
2444,vianai systems,data scientist - germany,full time,senior,129.0,"agile,business intelligence,computer science,data mining,data warehouse,deep learning",career development,False,data analyst
2445,lastminute.com,ab-testing data analyst,full time,entry,42.0,"business intelligence,e-commerce,engineering,excel,kpis,machine learning","career development,flex hours,flex vacation,parental leave,snacks / drinks",False,ml engineer
2446,playstation global,sr. machine learning engineer,full time,senior,182.0,"a/b testing,agile,architecture,aws,big data,databricks","career development,competitive pay,health care,salary bonus,wellness",True,software engineer
2447,matroid,full stack engineer for computer vision products,full time,senior,69.0,"computer vision,data visualization,devops,docker,engineering,javascript","career development,competitive pay,fitness / gym,flex hours,health care",False,bi analyst
2448,publicis groupe,business intelligence developer 2,full time,senior,55.0,"architecture,business intelligence,oracle,privacy,redshift,sql",none,False,data analyst
2449,metro/makro,expert/data analyst (m/f/d) customer relationship management (crm),full time,senior,92.0,"data analysis,data management,excel,power bi,predictive modeling,privacy","career development,startup environment,team events",False,other
2450,mongodb,"senior engineer, database tools and replicator",full time,senior,62.0,"data management,genetics,industrial,mongodb","career development,fertility benefits,parental leave,startup environment",True,data analyst
2451,free now,product data analyst (m/f/d) - barcelona,full time,senior,92.0,"computer science,economics,engineering,mathematics,python,qlikview","career development,fitness / gym,flex hours",False,data analyst
2452,méthode srl,microsoft senior data analyst,full time,senior,92.0,"azure,business intelligence,computer science,data analysis,data management,etl",flex hours,False,data scientist
2453,scb tech x company limited,data scientist,full time,none,90.0,"aws,azure,big data,business intelligence,ci/cd,computer science",career development,False,data analyst
2454,méthode srl,sap senior data analyst,full time,senior,92.0,"business intelligence,computer science,data analysis,oracle,sql",flex hours,False,data analyst
2455,carsales,data analyst,full time,entry,42.0,"bigquery,data analytics,data pipelines,pipelines,python,redshift","equity,flex hours,flex vacation,parental leave",False,data scientist
2456,shopritex,digital commerce: senior supply chain data scientist (sixty60),full time,senior,129.0,"agile,business analytics,computer science,data mining,data visualization,e-commerce",none,False,data engineer
2457,samsara,data engineer,full time,senior,132.0,"agile,architecture,bigquery,cx,databricks,data pipelines","career development,flex hours,health care,home office stipend,salary bonus",True,data analyst
2458,shopritex,data analyst (jnr / mid / snr or lead),full time,mid,62.0,"agile,aws,big data,business intelligence,clustering,computer science","career development,team events",False,data engineer
2459,méthode srl,sap senior data engineer,full time,senior,115.0,"business intelligence,computer science,data analysis,etl,ms sql,oracle",flex hours,False,bi analyst
2460,amazon.com,"business intelligence engineer, its-bi",full time,senior,79.0,"aws,business intelligence,data analytics,data mining,data visualization,data warehouse",equity,False,ml engineer
2461,ex2 outcoding,machine learning engineer,full time,mid,74.0,"engineering,machine learning,ml models,research,statistics",none,True,other
2462,publicis groupe,"data strategy manager (crm & loyalty, consumer experience, ecommerce)",full time,none,50.0,"consulting,data strategy,e-commerce,engineering",none,False,other
2463,bosch group,research engineer  electrolysis and fuel cell experiments,full time,none,125.0,"chemistry,engineering,mathematics,phd,research,robotics","401(k) matching,career development,flex hours,flex vacation,health care",False,data analyst
2464,baresquare,graduate data analyst,full time,entry,42.0,"data analytics,data studio,economics,excel,mathematics","fitness / gym,startup environment,team events",False,data analyst
2465,mindvalley,senior data analyst,full time,senior,92.0,"aws,azure,business intelligence,computer science,data analytics,data quality",career development,False,data analyst
2466,accorcorpo,"analytics engineer - ena london, warsaw (f/m)",full time,none,103.0,"computer science,data analysis,data pipelines,data quality,etl,pipelines",none,False,devops engineer
2467,brightspeed,"senior data engineer, operations",full time,senior,115.0,"agile,cx,elt,etl,gcp,privacy","competitive pay,equity,health care,salary bonus,wellness",False,ml engineer
2468,dropbox,"senior infrastructure software engineer, ml platform",full time,senior,165.0,"aws,computer science,docker,engineering,kubeflow,kubernetes","career development,salary bonus",True,data engineer
2469,databricks,senior data engineer,full time,senior,115.0,"apis,architecture,big data,business analytics,business intelligence,data analysis",none,False,data scientist
2470,playvalve,senior data scientist,full time,senior,129.0,"aws,azure,data strategy,data visualization,deep learning,gcp","career development,competitive pay,flex hours",True,data engineer
2471,motius,senior project manager & product owner (m/f/d) - data engineering,full time,senior,115.0,"airflow,big data,chatbots,computer science,devops,engineering",career development,False,data scientist
2472,ci&t,"[job  10464] data scientist master, brazil",full time,senior,129.0,"big data,causal inference,data mining,etl,machine learning,power bi",none,False,data scientist
2473,vianai systems,data scientist,full time,senior,129.0,"agile,business intelligence,computer science,data mining,data warehouse,deep learning",career development,True,data engineer
2474,playvalve,senior data engineer,full time,senior,115.0,"architecture,aws,azure,data pipelines,data quality,data strategy","career development,competitive pay,flex hours",True,data analyst
2475,tubi,lead analytics engineer,full time,senior,134.0,"agile,architecture,aws,big data,business intelligence,computer science","career development,flex hours,flex vacation,health care,insurance",True,data engineer
2476,farfetch,junior data engineer,full time,entry,59.0,"airflow,architecture,aws,azure,cx,data pipelines",none,False,ml engineer
2477,shopritex,machine learning engineer,full time,senior,131.0,"agile,ann,architecture,aws,azure,business analytics","career development,startup environment",False,other
2478,c. hoare & co.,data quality analyst - 12 month ftc,full time,mid,51.0,"architecture,data governance,data management,data quality,power bi,python","flex hours,health care,insurance,medical leave,team events",False,data analyst
2479,itech media,commercial data analyst,full time,senior,92.0,"apis,data analysis,data governance,data quality,engineering,finance","career development,competitive pay,equity,flex hours,parental leave",True,data analyst
2480,free now,product data analyst (m/f/d) - berlin,full time,senior,92.0,"computer science,economics,engineering,mathematics,python,qlikview","career development,fitness / gym,flex hours",False,data engineer
2481,amazon.com,"data engineer (level 5), global analytics and insights (gain)",full time,senior,115.0,"architecture,athena,aws,azure,big data,business intelligence","career development,team events",False,ml engineer
2482,elastic,enterprise search - senior product manager- ai/ml,full time,senior,126.0,"apis,machine learning,privacy,security","401(k) matching,career development,competitive pay,equity,flex hours",False,other
2483,cgg,imaging geophysicist / scientist - 2023 graduate programme,full time,entry,35.0,"hpc,mathematics,phd,physics","career development,conferences,flex hours,salary bonus,team events",False,ml engineer
2484,dropbox,"staff infrastructure software engineer, ml platform",full time,senior,183.0,"aws,computer science,docker,engineering,kubeflow,kubernetes","career development,salary bonus",True,data engineer
2485,publicis groupe,data engineer,full time,senior,115.0,"airflow,architecture,aws,big data,cassandra,computer science","career development,competitive pay,health care",False,data scientist
2486,block,"senior data scientist, commerce platform - inventory",full time,senior,129.0,"architecture,banking,blockchain,clustering,crypto,data strategy","career development,equity,health care,home office stipend,insurance",False,ml engineer
2487,noze,machine learning platform lead,full time,senior,69.0,"aws,azure,computer science,data analysis,engineering,gcp","career development,competitive pay,conferences,health care,startup environment",False,data engineer
2488,clarkston consulting,senior data engineer,full time,senior,115.0,"airflow,architecture,aws,azure,big data,computer science","career development,health care,insurance,medical leave,parental leave",False,other
2489,psi cro,data manager,full time,senior,77.0,"data management,testing",none,True,other
2490,cgg,imaging geophysicist,full time,entry,35.0,"physics,r,r&d,research","competitive pay,health care,startup environment",False,other
2491,servicenow,india fp&a - sr.manager (bangalore or mumbai),full time,executive,65.0,"banking,consulting,data analytics,excel,finance,research","career development,equity,startup environment,team events",False,other
2492,our future health,data manager - airlock (18 month ftc),full time,mid,67.0,"consulting,genetics,iso 27001,privacy,r,research","career development,flex hours,health care,medical leave",False,other
2493,recursion,computer vision intern,internship,entry,0.0,"biology,computer science,computer vision,deep learning,diffusion models,drug discovery",conferences,False,data scientist
2494,adevinta,data scientist - stagiaire,full time,entry,39.0,"aws,deep learning,docker,kubeflow,kubernetes,machine learning","flex hours,team events",False,data engineer
2495,ci&t,"[job 10455] data developer senior, brazil",full time,senior,55.0,"azure,databricks,elt,etl,mlflow,mlops",none,False,data analyst
2496,carta,analytics engineer,full time,senior,110.0,"finance,fivetran,git,looker,privacy,python","competitive pay,equity,salary bonus,startup environment,transparency",False,ai engineer
2497,visa,sr. system analyst (robotics process automations),full time,senior,55.0,"agile,apis,architecture,data analysis,excel,kpis",none,False,ml engineer
2498,oz,"machine learning engineer, data analytics & ai",full time,mid,74.0,"agile,azure,ci/cd,computer science,consulting,data analytics","401(k) matching,career development,competitive pay,health care,medical leave",False,data scientist
2499,striveworks,data scientist,full time,senior,129.0,"angular,apis,architecture,ci/cd,computer science,data analytics","career development,equity,flex hours,flex vacation,health care",True,software engineer
2500,brightspeed,"senior data engineer, customer data platform",full time,senior,115.0,"agile,cx,data warehouse,elt,etl,gcp","competitive pay,equity,health care,salary bonus,wellness",False,ai engineer
2501,locus robotics,"deployment specialist -(travel, early career robotics)-central to east coast - us",full time,senior,69.0,"e-commerce,robotics",none,False,data analyst
2502,peloton,"manager, apparel data analytics & crm",full time,senior,138.0,"a/b testing,consulting,cx,data analytics,e-commerce,excel","401(k) matching,competitive pay,equity,fertility benefits,fitness / gym",False,ml engineer
2503,montevideo labs,machine learning engineer,full time,mid,74.0,"aws,azure,big data,ci/cd,computer science,data pipelines","career development,flex hours,snacks / drinks,team events",True,data engineer
2504,expressvpn,data engineering lead,full time,senior,115.0,"airflow,aws,business intelligence,ci/cd,engineering,etl","career development,health care,startup environment",False,data scientist
2505,84.51°,data scientist - media insights (p3459).,full time,mid,79.0,"azure,data visualization,economics,market research,mathematics,power bi","career development,competitive pay,equity,health care,medical leave",False,ml engineer
2506,raft,associate ai/ml engineer,full time,mid,77.0,"computer science,engineering,github,machine learning,mathematics,ml models","401(k) matching,career development,competitive pay,flex hours,flex vacation",True,software engineer
2507,cloudzero,senior backend engineer - core data team,full time,mid,51.0,"apis,architecture,aws,engineering,kanban,python","career development,competitive pay,equity,flex hours,flex vacation",True,ai engineer
2508,bear robotics,bear robotics,full time,entry,44.0,"architecture,computer science,engineering,javascript,linux,machine learning","career development,team events",False,other
2509,collibra,"senior enterprise architect, data quality",full time,senior,196.0,"apis,big data,computer science,data quality,engineering,hadoop",none,False,ml engineer
2510,roosh,middle ml engineer/developer (graai),full time,senior,131.0,"apis,architecture,aws,ci/cd,deep learning,eda","career development,conferences,flex vacation,health care",False,other
2511,clearbank,head of data privacy,full time,executive,102.0,"agile,apis,banking,crypto,fintech,privacy","career development,flex hours,flex vacation",True,data engineer
2512,visa,sr. data engineer - asm analytics,full time,senior,115.0,"agile,apis,big data,computer science,data analytics,data mining",startup environment,False,data engineer
2513,adevinta,data engineer - team data discovery (f/m/x),full time,senior,115.0,"airflow,ansible,apis,architecture,athena,aws","flex hours,team events",False,data scientist
2514,dentsu international,modelling / data science - sr. analyst - analytics,full time,senior,55.0,"computer science,consulting,cx,eda,excel,mathematics",none,False,ml engineer
2515,pa consulting,aws analytics and machine learning engineer,full time,senior,131.0,"agile,aws,ci/cd,data pipelines,data quality,data visualization",none,False,bi analyst
2516,angi,business intelligence engineer (looker),full time,senior,62.0,"architecture,business intelligence,data warehouse,excel,looker,lookml",career development,True,other
2517,roosh,sales b2b (zibraai),full time,none,56.0,"machine learning,vr",startup environment,False,data engineer
2518,schonfeld,senior data engineer,full time,senior,205.0,"agile,aws,business intelligence,computer science,dataops,data quality",competitive pay,False,ml engineer
2519,govini,machine learning engineer,full time,none,90.0,"aws,big data,computer science,data analysis,engineering,git","career development,startup environment",False,data engineer
2520,business & decision,consultant(e) confirmé(e) etl,full time,none,56.0,"big data,etl,informatica",career development,False,ai engineer
2521,codete,data & ai engineer,full time,senior,56.0,"agile,architecture,azure,big data,databricks,git","career development,conferences,flex hours,health care,team events",True,data analyst
2522,shopritex,analytics engineer ii,full time,senior,110.0,"agile,architecture,aws,business analytics,computer science,data pipelines",none,False,other
2523,besix,senior databricks developer,full time,senior,62.0,"angular,apis,architecture,aws,azure,databricks",flat hierarchy,False,ml engineer
2524,roblox,principal machine learning engineer- economy,full time,senior,267.0,"computer science,data analysis,data pipelines,engineering,genetics,machine learning","career development,equity,flex hours,flex vacation,health care",False,devops engineer
2525,adyen,"team lead, mlops",full time,senior,62.0,"airflow,big data,dagster,devops,engineering,hadoop","career development,flex vacation,relocation support,salary bonus",False,ml engineer
2526,roosh,machine learning engineer (zibra ai),full time,senior,131.0,"3d graphics,content creation,cuda,deep learning,gpu,machine learning","career development,equity,startup environment",True,ai engineer
2527,john snow labs,product manager for healthcare ai products,full time,entry,39.0,"big data,engineering,finance,machine learning,nlp,privacy",none,True,data scientist
2528,shift technology,data scientist - english speaker (remote),full time,entry,39.0,"chatbots,computer science,cx,engineering,machine learning,nlp","career development,competitive pay,equity,flex hours,flex vacation",True,bi analyst
2529,qontigo,"trainee, business intelligence",full time,entry,35.0,"agile,business intelligence,computer science,engineering,git,jira","career development,competitive pay,startup environment",False,data engineer
2530,kambi,data engineer,full time,entry,59.0,"airflow,engineering,grafana","career development,conferences,team events",False,ml engineer
2531,bosch group,azure ai/ml expert,full time,senior,55.0,"azure,ci/cd,computer science,computer vision,consulting,data mining","career development,team events",False,data analyst
2532,futurae,software developer / data analyst (remote),full time,mid,62.0,"agile,big data,ci/cd,data analysis,devops,finance","career development,equity,flat hierarchy,gear,signing bonus",True,data engineer
2533,dark wolf solutions,software/data engineer,full time,senior,115.0,"architecture,big data,computer science,data analysis,data pipelines,docker",career development,False,data scientist
2534,foursquare,"senior manager, data science (foursquare labs, inc., new york, ny)",full time,senior,153.0,"agile,big data,computer science,data quality,engineering,machine learning","career development,competitive pay,equity,health care",False,data engineer
2535,aristotle,data engineer,full time,mid,73.0,"computer science,etl,excel,javascript,ms sql,.net","401(k) matching,competitive pay,equity,gear",False,data architect
2536,frazer-nash consultancy,senior data architect,full time,mid,79.0,"architecture,data governance,data quality,data warehousing,engineering,security","competitive pay,flex hours,salary bonus,startup environment",False,data engineer
2537,adevinta,senior data engineer (d/f/m),full time,senior,115.0,"aws,big data,data strategy,gcp,kafka,microservices","career development,flex hours,health care,parental leave,salary bonus",False,data analyst
2538,epic creations inc.,senior data analyst,full time,senior,140.0,"a/b testing,engineering,looker,mathematics,metabase,python","career development,flex vacation,health care,medical leave,unlimited paid time off",True,data scientist
2539,kobold metals,applied scientist,full time,mid,70.0,"computer science,data analysis,eda,engineering,git,github",none,True,data analyst
2540,peloton,associate analytics engineer,full time,mid,112.0,"airflow,aws,business intelligence,consulting,data analytics,data governance","401(k) matching,competitive pay,equity,fertility benefits,fitness / gym",False,ml engineer
2541,flock safety,machine learning engineer,full time,none,150.0,"computer science,data pipelines,deep learning,engineering,git,linear algebra","career development,equity,fertility benefits,flex vacation,health care",True,devops engineer
2542,jfrog,senior devops data engineer (dba),full time,senior,115.0,"aws,azure,devops,gcp,kubernetes,mongodb",none,False,data scientist
2543,cedar,senior data scientist (data products),full time,senior,178.0,"business intelligence,engineering,healthcare technology,looker,machine learning,ml models","career development,competitive pay,equity,flex vacation,health care",False,data analyst
2544,deezer,data analyst intern m/f/d - content,internship,entry,0.0,"computer science,data analysis,data analytics,data studio,economics,engineering","career development,startup environment,yoga",False,data engineer
2545,2k,data engineer ii,full time,senior,115.0,"airflow,apis,aws,azure,big data,business intelligence",career development,False,data analyst
2546,back market,senior data analyst -  growth & customer engagement,full time,senior,92.0,"e-commerce,python,sql,statistics","career development,equity,flex hours,flex vacation,health care",False,data engineer
2547,bosch group,data engineer - architecting and developing bosch-wide analytical solutions (m/f),full time,senior,115.0,"agile,architecture,azure,big data,business intelligence,computer science","career development,flex hours",False,data analyst
2548,adevinta,senior data analyst coches.net,full time,senior,92.0,"airflow,big data,classification,clustering,data analysis,databricks","career development,competitive pay,conferences,fitness / gym,gear",False,ml engineer
